"ID","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","Low shear visc","High shear visc","Toughness","Stress at break","Strain at break"
1,0.577320168696674,0.573955011491524,0.490947660548124,0.287537977066734,0.112818179410556,0.0287159075757248,0.00408109043554199,0.000416766061061335,0,0,0,0,0,0,0,3.69696335780641,3.28904222971766,3.34157371858488,2.04545118433691,0.978902422866229
2,0.338953270893596,0.46348504881191,0.531720449626054,0.473704706828378,0.340945952625548,0.198141187883209,0.0838068646927536,0.0249105906083461,0.00456953374138182,0.000649623805136775,1.28515395286223E-05,0,0,0,0,7.1865857917106,5.8470869271968,5.70442977432511,3.50338091605508,2.48157316656801
3,0,0.0100704566471053,0.0479839761459979,0.164802797040449,0.714645777697575,0.677295347696036,0.0314294556608712,0.000880766131620057,0,0,0,0,0,0,0,5.93329680053367,5.77608659863138,5.55780399249508,3.26356448459408,2.56191907849265
4,0,0,0,0,0,0.216263428470544,0.694749453148158,0.675872986247115,0.11725627197685,0,0,0,0,0,0,9.00347281184419,8.17169743165621,10.6302696064368,3.48624961300084,7.40267064315066
5,0,0,0,0,0.0442196947786884,0.138260324137238,0.45982435243863,0.755877766469507,0.441106755988187,0.0394589256458052,0.00262515391288198,0,0,0,0,9.89015743329395,8.59004022606516,10.2398958585424,3.43457844902048,7.10665630040356
6,0,0,0,0.00161664189187852,0.0396651812100374,0.0751467123769722,0.181612120800134,0.463451782331336,0.688233046531708,0.487221880152109,0.184070397780876,0.0086230548890676,0.000599389509540836,0,0,11.5403687625004,8.83732744905267,10.1976429573641,3.77727244706586,6.86501615627878
7,0,0,0,0,0,0.0416247894547185,0.095119445057679,0.235490848186819,0.569363175760199,0.67120912741072,0.389341031835487,0.0864363763855726,0.00315017942868967,0,0,12.1972572370755,8.99217026588792,10.0440802654743,3.85477661595375,6.54514975529727
8,0,0,0,0,0,0.0381830978301527,0.0864159977739424,0.203090018605683,0.415066320855513,0.62509949341782,0.550523611011514,0.278960745520806,0.0767665075542716,0.00324497358557594,0.000610715556465962,12.8812408349583,8.89599850886294,10.2738693511845,4.22211093148739,6.50632409365607
9,0,0,0.043862400839276,0.154724043608071,0.654288758587336,0.729345591199034,0.0868277701194745,0.0783692746077337,0.0204196653822701,0.000146649820408389,0,0,0,0,0,6.69550715632989,6.32350435597115,6.7340689369617,2.95059316117603,3.65481933814346
10,0,0.000296437008958758,0.0552725354083535,0.170196211146455,0.682373320067721,0.703729812935224,0.0438261091144259,0.0536895274548046,0.0473460497072221,0.00797392609076511,0.000759679839455629,9.42330361217811E-05,0,0,0,7.46670798998778,6.73261467730339,7.70039833219517,2.86829814051964,4.92406992672046
11,0,0,0.0119956790401222,0.148299820387712,0.700229397471098,0.696840451441007,0.0239023151724676,0.00899525300981777,0.0214356934573451,0.0250337539512987,0.0147091161809383,0.00081539565128343,8.42792778978693E-05,0,0,8.46486146330613,6.71986182797636,8.47051966236854,2.87926564605206,5.58972028306589
12,0,0.00707679501867564,0.0273445094788831,0.176789319785107,0.743260741140812,0.643535130967687,0.0195102479732265,0.00627477798509849,0.013787931042245,0.0209813772130357,0.0172280557703124,0.00515056860389146,0.000233986451064172,4.70489772185105E-05,0,8.8030230495777,6.7338482207892,9.65214704724981,3.00648515356554,6.74000019413029
13,0,0,0.0341864017814664,0.108735325209498,0.455363759695793,0.598705084211361,0.462223097561504,0.447955662026388,0.0829786111132617,0.00201673267857645,5.74992780017916E-05,0,0,0,0,8.32083923946983,7.72087273108278,10.9825653765062,2.87825925233816,8.04842419170171
14,0,0,0,0,0.0567650965697008,0.297331668918134,0.754830945168638,0.569779110803583,0.117460673106263,0.0125029179091866,0.000528104789549911,0,0,0,0,8.95176780991096,8.14936292424587,10.5516182668847,3.49107416057492,7.27874032328115
15,0,0,0,0,0,0.193265486745357,0.680176696641946,0.679772788585647,0.184322111463504,0.05614887736744,0.0280993043204914,0.000400960770421083,0,0,0,9.55925629239316,8.19926540529771,10.2937804096595,3.53359131929662,7.01504877123639
16,0,0,0,0,0.0630708911753694,0.230700861608614,0.686787194378207,0.673161312564725,0.132620097185555,0.0158558237856452,0.0111249582271994,0.00360613080247239,0.000325335652992328,0,0,9.73542978253112,8.36945005050703,10.750142977211,3.84274837996656,7.26189874142366
17,0,0.0367903127336364,0.0689397512746177,0.178220884825011,0.554746264519096,0.619843554550612,0.229495457721136,0.380498627043993,0.266955021355359,0.0381105299153554,0.0039620368410532,0.00106282885267068,0.000236905362534472,0,0,9.32766107855272,8.125422880039,10.7994515662453,3.56589849513031,7.6024809131285
18,0,0,0,0,0.0035530773377956,0.156339813963897,0.547542117660891,0.735131107435286,0.366286251349681,0.0340198698218288,0.00146731355442558,0,0,0,0,9.71609315059288,8.46050713658544,10.5161782777401,3.61512639589389,7.25584519681486
19,0,0,0,0,0,0.081739060046555,0.429969641957238,0.755499014906358,0.470293052386497,0.121862718394859,0.0404958572932559,0.00028252058880873,0,0,0,10.5051195930103,8.67964815220139,10.5734331847196,3.82240030918294,7.10353717096758
