0.000000 1.198511 0.000000 0.781066
0.000000 1.185819 0.000000 0.773164
0.000000 1.172959 0.000000 0.765156
0.000000 1.159877 0.000000 0.757030
0.000000 1.146395 0.000000 0.748684
0.000000 1.133034 0.000000 0.740444
0.000000 1.119508 0.000000 0.732109
0.000000 1.106055 0.000000 0.723796
0.000000 1.093970 0.000000 0.716270
0.000000 1.082882 0.000000 0.709400
0.000000 1.074439 0.000000 0.703993
0.000000 1.071679 0.000000 0.701849
0.000000 1.072016 0.000000 0.701426
0.000000 1.073000 0.000000 0.701738
0.000000 1.071557 0.000000 0.700975
0.000000 1.068066 0.000000 0.699030
0.000000 1.063499 0.000000 0.696386
0.000000 1.059760 0.000000 0.694117
0.000000 1.058615 0.000000 0.693285
0.000000 1.058306 0.000000 0.692935
0.000000 1.058239 0.000000 0.692741
0.000000 1.057944 0.000000 0.692441
0.000000 1.056698 0.000000 0.691569
0.000000 1.054170 0.000000 0.689877
0.000000 1.050133 0.000000 0.687164
0.000000 1.044127 0.000000 0.683075
0.000000 1.035352 0.000000 0.677025
0.000000 1.022387 0.000000 0.668073
0.000000 1.003637 0.000000 0.655078
0.000000 0.980176 0.000000 0.638484
0.000000 0.953847 0.000000 0.619128
0.000000 0.930439 0.000000 0.600729
0.000000 0.917367 0.000000 0.589165
0.000000 0.911355 0.000000 0.583585
0.000000 0.898629 0.000000 0.575257
0.000000 0.878135 0.000000 0.562437
0.000000 0.859325 0.000000 0.550003
0.000000 0.847505 0.000000 0.541837
0.000000 0.840246 0.000000 0.537087
0.000000 0.835445 0.000000 0.534205
0.000000 0.829937 0.000000 0.531062
0.000000 0.824611 0.000000 0.528361
0.000000 0.820060 0.000000 0.526670
0.000000 0.816686 0.000000 0.525202
0.000000 0.814563 0.000000 0.524455
0.000000 0.810598 0.000000 0.522612
0.000000 0.805957 0.000000 0.520206
0.000000 0.800597 0.000000 0.517217
0.000000 0.794805 0.000000 0.513655
0.000000 0.789299 0.000000 0.509975
0.000000 0.783314 0.000000 0.505760
0.000000 0.776440 0.000000 0.500975
0.000000 0.769767 0.000000 0.496595
0.000000 0.763164 0.000000 0.492587
0.000000 0.758168 0.000000 0.489065
0.000000 0.753979 0.000000 0.485505
0.000000 0.748485 0.000000 0.481563
0.000000 0.742630 0.000000 0.476911
0.000000 0.735717 0.000000 0.472401
0.000000 0.742544 0.000000 0.477197
0.000000 0.742846 0.000000 0.478520
0.000000 0.736556 0.000000 0.474194
0.000000 0.730662 0.000000 0.469857
0.000000 0.725205 0.000000 0.466300
0.000000 0.719787 0.000000 0.463818
0.000000 0.717097 0.000000 0.462475
0.000000 0.710806 0.000000 0.457971
0.000000 0.707940 0.000000 0.455060
0.000000 0.701854 0.000000 0.451346
0.000000 0.695131 0.000000 0.448513
0.000000 0.688749 0.000000 0.444679
0.000000 0.684832 0.000000 0.442224
0.000000 0.677867 0.000000 0.438518
0.000000 0.675379 0.000000 0.437468
0.000000 0.669937 0.000000 0.434357
0.000000 0.665757 0.000000 0.432401
0.000000 0.665252 0.000000 0.432164
0.000000 0.666303 0.000000 0.432692
0.000000 0.668685 0.000000 0.432740
0.000000 0.662716 0.000000 0.428966
0.000000 0.662103 0.000000 0.428410
0.000000 0.666280 0.000000 0.431441
0.000000 0.661485 0.000000 0.427937
0.000000 0.659694 0.000000 0.426854
0.000000 0.661437 0.000000 0.428143
0.000000 0.660752 0.000000 0.427036
0.000000 0.656036 0.000000 0.424559
0.000000 0.656660 0.000000 0.425394
0.000000 0.655184 0.000000 0.424251
0.000000 0.649907 0.000000 0.421625
0.000000 0.653416 0.000000 0.423400
0.000000 0.651564 0.000000 0.422801
0.000000 0.647440 0.000000 0.420320
0.000000 0.647963 0.000000 0.420792
0.000000 0.646859 0.000000 0.420194
0.000000 0.644812 0.000000 0.418575
0.000000 0.645783 0.000000 0.418822
